                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                  1.554,                 3.1005,                 1.5301,                 1.3962,                0.14497,                0.17927,                0.10045,                0.05488,                0.11796,                0.14392,                0.07387,                0.03045,                 1.7097,                 3.6507,                 2.2427,                 1.6185,             0.00076881,             0.00076881,             0.00076881
                     20,                   1.58,                  3.152,                  1.727,                 1.4531,                 0.1616,                0.16973,                0.10503,                0.05748,                0.13249,                0.12968,                0.07843,                0.03254,                 1.7348,                 3.6313,                   2.22,                 1.6287,              0.0007617,              0.0007617,              0.0007617
                     21,                 1.5528,                 3.1155,                 1.6233,                  1.442,                  0.131,                0.18636,                0.09903,                0.05555,                0.10769,                0.13343,                0.07336,                 0.0318,                 1.6866,                  3.622,                 2.2427,                 1.6032,             0.00075425,             0.00075425,             0.00075425
                     22,                 1.4989,                 3.1008,                 1.6083,                 1.3945,                0.14447,                0.16737,                0.10989,                0.06218,                0.13262,                0.13294,                0.08576,                0.03714,                 1.6602,                 3.5663,                 2.1605,                 1.5687,             0.00074647,             0.00074647,             0.00074647
                     23,                 1.5316,                 3.0195,                 1.5904,                 1.3702,                0.27517,                0.17657,                0.10257,                 0.0599,                0.25258,                0.14604,                0.08175,                0.03663,                 1.6634,                 3.5764,                 2.2036,                 1.5713,             0.00073837,             0.00073837,             0.00073837
                     24,                 1.4745,                 2.9592,                 1.5083,                 1.3651,                0.25827,                0.19271,                0.10042,                0.05867,                0.23592,                0.16186,                0.07859,                0.03512,                 1.6662,                 3.5332,                 2.2362,                 1.5734,             0.00072996,             0.00072996,             0.00072996
                     25,                 1.5034,                 2.9603,                 1.4802,                 1.3736,                0.27851,                0.19444,                0.11263,                0.06504,                0.25148,                0.15538,                0.08706,                0.03893,                 1.6457,                 3.5029,                 2.1653,                 1.5649,             0.00072124,             0.00072124,             0.00072124
                     26,                 1.4589,                 2.9253,                 1.4514,                 1.3587,                 0.2675,                0.18514,                0.09734,                0.05566,                0.23986,                0.14494,                0.07443,                0.03221,                 1.6695,                 3.5651,                  2.296,                 1.5934,             0.00071223,             0.00071223,             0.00071223
                     27,                  1.504,                 2.9891,                 1.5172,                  1.403,                0.25419,                0.16764,                0.10052,                0.05731,                0.23988,                0.13764,                0.07774,                0.03398,                 1.6781,                  3.556,                 2.2644,                 1.6015,             0.00070293,             0.00070293,             0.00070293
                     28,                 1.4464,                 2.8979,                 1.4021,                 1.3406,                0.26214,                0.17378,                0.10359,                0.05976,                0.24522,                0.14269,                0.08287,                 0.0359,                 1.6669,                 3.5316,                 2.2165,                 1.5637,             0.00069335,             0.00069335,             0.00069335
                     29,                 1.4702,                 2.8723,                  1.338,                 1.3251,                  0.383,                0.18429,                 0.1015,                0.05852,                0.36132,                0.15561,                0.08022,                0.03433,                 1.6514,                 3.5015,                 2.3053,                 1.5362,              0.0006835,              0.0006835,              0.0006835
                     30,                 1.4725,                 2.8926,                 1.3747,                 1.3403,                0.40636,                0.15372,                0.10999,                0.06393,                0.38215,                0.13346,                0.08826,                0.03841,                 1.6345,                 3.4867,                 2.2471,                 1.5213,             0.00067339,             0.00067339,             0.00067339
                     31,                  1.455,                 2.8774,                 1.4307,                 1.3611,                0.27623,                0.14296,                0.09937,                0.05635,                0.25173,                 0.1215,                0.07578,                0.03183,                 1.6611,                 3.5834,                 2.3577,                  1.568,             0.00066303,             0.00066303,             0.00066303
                     32,                 1.4664,                 2.9192,                 1.3758,                 1.3394,                0.12068,                0.15311,                0.08137,                 0.0452,                0.22602,                0.11421,                 0.0588,                 0.0242,                 1.6766,                 3.6661,                 2.5961,                 1.5868,             0.00065243,             0.00065243,             0.00065243
                     33,                 1.4199,                 2.7966,                 1.3106,                 1.3049,                0.26474,                0.17404,                0.10164,                0.05785,                0.24862,                0.13481,                0.07932,                0.03356,                 1.6526,                 3.5798,                 2.3058,                 1.5665,             0.00064161,             0.00064161,             0.00064161
                     34,                 1.3987,                 2.7985,                 1.2946,                  1.304,                0.14306,                0.16171,                 0.0933,                0.05299,                0.11993,                0.13536,                0.07074,                0.02979,                 1.6693,                 3.6319,                 2.3717,                 1.5944,             0.00063056,             0.00063056,             0.00063056
                     35,                 1.4236,                 2.8011,                 1.2802,                 1.3004,                0.25102,                0.18594,                0.09401,                0.05407,                0.23589,                0.14697,                0.07101,                0.03106,                  1.649,                  3.553,                 2.3453,                 1.5935,             0.00061931,             0.00061931,             0.00061931
                     36,                 1.4349,                 2.8391,                 1.2884,                 1.3066,                0.13259,                0.17938,                0.09471,                0.05334,                0.11034,                0.14377,                 0.0732,                0.03148,                 1.6807,                 3.5716,                 2.3455,                 1.6044,             0.00060786,             0.00060786,             0.00060786
                     37,                 1.4108,                 2.8084,                 1.2422,                 1.3089,                0.14921,                0.17798,                0.10499,                 0.0597,                0.12404,                0.14663,                 0.0814,                0.03485,                 1.6663,                 3.5812,                 2.2608,                 1.5865,             0.00059623,             0.00059623,             0.00059623
                     38,                 1.4133,                 2.8157,                 1.2976,                 1.3311,                0.15606,                0.19179,                0.11026,                0.06248,                 0.1338,                0.16029,                0.08498,                 0.0362,                 1.6586,                 3.5479,                 2.2531,                 1.5848,             0.00058442,             0.00058442,             0.00058442
                     39,                 1.3662,                 2.7367,                 1.2411,                  1.291,                0.16589,                  0.186,                0.10772,                0.06113,                0.15201,                0.14232,                 0.0829,                0.03502,                 1.6519,                 3.5659,                 2.3178,                 1.5802,             0.00057246,             0.00057246,             0.00057246
                     40,                 1.3915,                 2.7712,                  1.218,                 1.2935,                0.14757,                0.17485,                0.10337,                0.05993,                0.13382,                0.13256,                0.08032,                0.03417,                 1.6575,                 3.5608,                 2.3978,                 1.5852,             0.00056034,             0.00056034,             0.00056034
                     41,                 1.3947,                 2.8065,                 1.2547,                 1.2914,                0.15551,                0.17478,                 0.1089,                0.06224,                0.12945,                0.14178,                0.08271,                0.03539,                 1.6623,                 3.6171,                 2.3267,                 1.5831,             0.00054808,             0.00054808,             0.00054808
                     42,                 1.3524,                 2.7324,                 1.1984,                 1.2628,                0.15518,                0.19536,                0.11239,                0.06381,                0.26697,                0.16042,                0.08992,                0.03928,                 1.6618,                 3.5917,                 2.2931,                 1.5759,              0.0005357,              0.0005357,              0.0005357
                     43,                 1.3711,                 2.7533,                 1.1976,                 1.2878,                0.15294,                0.17367,                0.10379,                 0.0591,                0.12841,                0.14605,                0.08236,                0.03581,                 1.6602,                 3.6095,                 2.3587,                 1.5886,             0.00052321,             0.00052321,             0.00052321
                     44,                  1.429,                 2.8358,                 1.5802,                 1.3911,                0.16287,                0.16836,                0.10236,                0.05807,                0.13568,                0.13683,                0.07919,                0.03387,                 1.6589,                 3.5422,                  2.353,                 1.5764,             0.00051061,             0.00051061,             0.00051061
                     45,                 1.3078,                 2.5822,                 1.1455,                 1.2415,                0.17026,                0.18745,                0.10981,                 0.0631,                0.15092,                 0.1516,                0.08914,                0.03951,                 1.6357,                 3.5018,                 2.2606,                 1.5452,             0.00049793,             0.00049793,             0.00049793
                     46,                  1.316,                 2.6021,                 1.1607,                 1.2564,                0.17044,                0.17539,                0.10642,                0.05989,                0.14813,                0.15144,                0.08695,                0.03771,                 1.6607,                 3.5312,                 2.2877,                 1.5576,             0.00048517,             0.00048517,             0.00048517
                     47,                 1.3109,                 2.5908,                 1.1399,                 1.2449,                0.16693,                0.17368,                0.10573,                0.05987,                0.13909,                0.15048,                0.08541,                0.03667,                 1.6724,                 3.5646,                 2.3014,                 1.5618,             0.00047234,             0.00047234,             0.00047234
                     48,                 1.3183,                 2.5711,                 1.1186,                 1.2243,                0.15356,                0.17615,                0.10995,                0.06225,                0.13093,                0.14762,                 0.0882,                0.03854,                 1.6694,                 3.5499,                  2.304,                 1.5657,             0.00045947,             0.00045947,             0.00045947
                     49,                 1.3178,                 2.6189,                 1.1333,                 1.2598,                0.14345,                 0.1741,                0.10071,                0.05717,                0.12165,                0.14138,                0.07785,                0.03302,                  1.688,                 3.6372,                 2.4629,                 1.5824,             0.00044656,             0.00044656,             0.00044656
                     50,                 1.2876,                 2.6913,                 1.3727,                 1.2827,                0.14633,                0.17878,                0.09962,                 0.0556,                0.11888,                0.13932,                0.07574,                0.03241,                 1.6972,                 3.6731,                 2.5584,                 1.5986,             0.00043362,             0.00043362,             0.00043362
                     51,                 1.2565,                 2.5134,                 1.0912,                 1.2267,                0.15569,                0.19018,                0.10839,                0.06162,                0.12997,                0.15332,                 0.0854,                0.03662,                 1.6554,                 3.5706,                 2.3457,                 1.5705,             0.00042067,             0.00042067,             0.00042067
                     52,                 1.2867,                 2.5779,                 1.1042,                 1.2415,                0.17116,                 0.1734,                0.10957,                0.06294,                0.14922,                0.14688,                 0.0873,                0.03695,                 1.6552,                 3.5867,                 2.3023,                 1.5646,             0.00040771,             0.00040771,             0.00040771
                     53,                 1.3095,                  2.721,                 1.4882,                 1.3202,                  0.169,                0.17949,                0.10838,                0.06189,                0.14275,                0.15145,                0.08537,                0.03583,                 1.6685,                 3.5889,                 2.3043,                 1.5618,             0.00039477,             0.00039477,             0.00039477
                     54,                  1.304,                 2.5682,                 1.0876,                 1.2405,                0.16207,                0.17679,                0.10917,                0.06275,                0.14418,                0.14744,                0.08681,                0.03713,                 1.6356,                 3.5343,                 2.2679,                 1.5501,             0.00038186,             0.00038186,             0.00038186
                     55,                 1.2749,                   2.64,                 1.1318,                 1.2376,                0.15063,                0.16315,                 0.1042,                0.06065,                0.13641,                0.13467,                0.08315,                0.03595,                  1.638,                 3.5506,                   2.33,                 1.5559,             0.00036899,             0.00036899,             0.00036899
                     56,                 1.2836,                 2.5749,                 1.2225,                 1.2322,                0.13229,                0.18746,                0.10311,                0.05915,                0.12239,                0.14657,                 0.0823,                0.03567,                 1.6643,                  3.559,                 2.3578,                 1.5621,             0.00035616,             0.00035616,             0.00035616
                     57,                 1.2912,                 2.5339,                 1.0992,                 1.2064,                0.13829,                0.20225,                0.10902,                0.06272,                0.12618,                0.16686,                0.08623,                0.03733,                 1.6552,                 3.5314,                 2.3199,                 1.5548,              0.0003434,              0.0003434,              0.0003434
                     58,                 1.2853,                 2.6662,                 2.6967,                 1.2743,                0.14921,                0.17798,                0.10915,                0.06248,                0.12954,                0.15475,                0.08592,                0.03711,                 1.6643,                 3.5535,                 2.3071,                 1.5545,             0.00033072,             0.00033072,             0.00033072
                     59,                 1.2919,                 2.5566,                 1.1211,                 1.2425,                0.16368,                0.16425,                0.10618,                0.06015,                0.14731,                0.13588,                0.08226,                0.03525,                 1.6799,                 3.6037,                 2.3457,                  1.571,             0.00031812,             0.00031812,             0.00031812
                     60,                 1.2533,                 2.5598,                 1.1063,                 1.2112,                0.16292,                0.17529,                0.10588,                0.06057,                0.14832,                0.14597,                0.08347,                0.03543,                 1.6649,                 3.5902,                 2.3122,                  1.573,             0.00030563,             0.00030563,             0.00030563
                     61,                 1.2881,                 2.6191,                 1.0698,                 1.2008,                0.15743,                0.18388,                0.10657,                 0.0608,                0.26839,                 0.1476,                0.08475,                0.03642,                 1.6595,                 3.5807,                 2.2963,                  1.565,             0.00029325,             0.00029325,             0.00029325
                     62,                 1.2744,                 2.6443,                 1.1407,                 1.2313,                0.17771,                 0.1605,                0.10777,                0.06041,                0.15124,                0.13537,                0.08373,                0.03556,                 1.6684,                 3.5881,                 2.3006,                 1.5671,             0.00028099,             0.00028099,             0.00028099
                     63,                 1.2349,                 2.5023,                 1.0255,                 1.1978,                0.16314,                0.17369,                0.10633,                0.05891,                0.13626,                0.13985,                0.08086,                0.03364,                 1.6702,                 3.6081,                 2.3202,                  1.578,             0.00026887,             0.00026887,             0.00026887
                     64,                 1.2482,                 2.4608,                  1.078,                 1.2219,                 0.1426,                0.18601,                0.10608,                 0.0595,                 0.1308,                0.14299,                0.08143,                0.03426,                   1.66,                 3.6115,                 2.3176,                 1.5775,             0.00025691,             0.00025691,             0.00025691
                     65,                 1.2053,                 2.4215,                0.97331,                 1.1723,                0.14696,                0.19587,                0.10299,                0.05806,                0.13569,                0.14556,                0.08028,                0.03339,                 1.6587,                  3.625,                   2.38,                 1.5799,              0.0002451,              0.0002451,              0.0002451
                     66,                 1.2304,                 2.5004,                  1.025,                  1.194,                0.14886,                0.18432,                0.09749,                0.05501,                0.13017,                0.15344,                0.07739,                0.03238,                 1.6711,                  3.625,                 2.4789,                 1.5932,             0.00023347,             0.00023347,             0.00023347
                     67,                 1.2083,                 2.3937,                0.95139,                 1.1537,                0.14367,                0.18889,                0.09743,                 0.0549,                0.12565,                0.14673,                0.07667,                0.03221,                  1.679,                 3.6194,                 2.5295,                 1.6028,             0.00022202,             0.00022202,             0.00022202
                     68,                 1.1895,                 2.4038,                 1.0317,                 1.1875,                0.14122,                0.19006,                0.09803,                0.05617,                0.11838,                0.15806,                0.07802,                0.03295,                 1.6731,                 3.6099,                 2.5447,                 1.5953,             0.00021077,             0.00021077,             0.00021077
                     69,                 1.2026,                 2.4036,                0.99403,                 1.1788,                0.16265,                0.18532,                0.10619,                0.06188,                0.14039,                0.15877,                0.08693,                0.03728,                  1.647,                 3.5653,                 2.4074,                 1.5622,             0.00019972,             0.00019972,             0.00019972
                     70,                 1.1886,                 2.4302,                0.97949,                 1.1726,                0.16576,                 0.1922,                0.11076,                0.06484,                 0.1462,                0.15979,                  0.091,                0.03877,                 1.6411,                 3.5701,                  2.377,                 1.5565,              0.0001889,              0.0001889,              0.0001889
                     71,                 1.2207,                  2.554,                 1.5929,                 1.1922,                0.17542,                0.19266,                 0.1149,                0.06721,                0.14283,                 0.1661,                0.09233,                0.03973,                 1.6458,                 3.5625,                 2.3159,                 1.5515,              0.0001783,              0.0001783,              0.0001783
                     72,                 1.2136,                 2.4616,                0.97994,                  1.191,                0.19034,                0.17456,                0.11904,                0.06874,                0.15298,                0.14546,                0.09195,                0.03941,                 1.6567,                 3.5726,                 2.2932,                 1.5533,             0.00016794,             0.00016794,             0.00016794
                     73,                   1.18,                 2.4299,                0.98983,                 1.1777,                0.18634,                0.18088,                0.11748,                0.06743,                0.15503,                0.14968,                0.09285,                0.03967,                 1.6499,                 3.5573,                 2.2785,                 1.5507,             0.00015783,             0.00015783,             0.00015783
                     74,                 1.2975,                 2.5477,                 1.5052,                 1.3035,                0.17686,                0.18083,                0.11469,                0.06548,                0.14729,                  0.151,                0.09025,                0.03848,                 1.6491,                 3.5645,                  2.292,                 1.5619,             0.00014798,             0.00014798,             0.00014798
                     75,                 1.1457,                 2.2888,                0.88734,                 1.1359,                 0.1601,                0.19384,                0.11173,                0.06398,                0.14013,                0.15438,                0.08833,                0.03783,                 1.6548,                 3.5695,                 2.3358,                 1.5693,              0.0001384,              0.0001384,              0.0001384
                     76,                 1.1951,                  2.459,                0.96914,                 1.1736,                0.14841,                0.20361,                0.10561,                 0.0603,                0.13154,                0.15806,                0.08399,                0.03581,                   1.67,                 3.5985,                 2.3907,                 1.5815,              0.0001291,              0.0001291,              0.0001291
                     77,                 1.1927,                  2.432,                0.97193,                 1.1966,                0.15321,                0.18842,                0.10529,                0.06016,                0.12968,                0.15309,                0.08095,                0.03427,                 1.6827,                 3.6362,                 2.4331,                 1.5967,             0.00012009,             0.00012009,             0.00012009
                     78,                 1.2028,                 2.4668,                 1.0115,                 1.2109,                0.15271,                 0.1903,                0.10847,                0.06231,                 0.1295,                0.16066,                0.08317,                0.03512,                 1.6784,                 3.6323,                 2.4033,                 1.5957,             0.00011137,             0.00011137,             0.00011137
                     79,                 1.1388,                 2.3045,                0.90478,                 1.1401,                0.15446,                0.19839,                0.11015,                0.06365,                0.13423,                 0.1555,                 0.0854,                0.03622,                 1.6642,                  3.604,                 2.3616,                 1.5811,             0.00010296,             0.00010296,             0.00010296
                     80,                 1.1491,                 2.3874,                0.93878,                 1.1617,                0.14964,                0.20326,                0.10916,                0.06316,                 0.1562,                0.13839,                0.08474,                0.03625,                 1.6588,                 3.6011,                 2.3573,                 1.5765,             9.4856e-05,             9.4856e-05,             9.4856e-05
                     81,                 1.1555,                 2.2785,                 1.9371,                 1.1644,                0.15537,                0.19868,                0.10916,                0.06305,                0.12723,                0.16419,                0.08387,                0.03582,                 1.6595,                 3.6158,                 2.3673,                 1.5757,             8.7079e-05,             8.7079e-05,             8.7079e-05
                     82,                 1.1598,                 2.3409,                 0.9175,                 1.1472,                0.16017,                0.19636,                0.10847,                0.06274,                0.13647,                0.15528,                0.08387,                0.03543,                 1.6682,                 3.6421,                 2.3815,                 1.5818,             7.9631e-05,             7.9631e-05,             7.9631e-05
                     83,                 1.1766,                 2.3816,                0.94118,                 1.1505,                0.15743,                0.19766,                0.10948,                0.06287,                 0.1369,                0.15407,                0.08513,                0.03604,                  1.673,                  3.647,                 2.3762,                 1.5881,             7.2519e-05,             7.2519e-05,             7.2519e-05
                     84,                 1.1763,                 2.3344,                0.95907,                 1.1828,                 0.1739,                0.18529,                0.11103,                0.06385,                0.14328,                0.15535,                0.08572,                0.03652,                  1.674,                 3.6458,                 2.3761,                 1.5923,             6.5751e-05,             6.5751e-05,             6.5751e-05
                     85,                 1.1359,                 2.2843,                0.88827,                 1.1361,                0.17075,                   0.19,                0.11129,                0.06428,                0.14197,                0.15719,                0.08644,                 0.0368,                 1.6709,                  3.639,                 2.3769,                 1.5894,             5.9333e-05,             5.9333e-05,             5.9333e-05
                     86,                  1.126,                 2.2892,                0.87231,                 1.1251,                0.17121,                0.18886,                0.11098,                0.06395,                0.14626,                0.15047,                0.08744,                0.03721,                 1.6652,                 3.6261,                 2.3941,                 1.5816,             5.3272e-05,             5.3272e-05,             5.3272e-05
                     87,                 1.1403,                 2.2983,                0.89686,                 1.1476,                0.17597,                0.19184,                0.10976,                0.06283,                0.14022,                0.15845,                0.08666,                0.03683,                  1.663,                 3.6256,                  2.394,                 1.5771,             4.7573e-05,             4.7573e-05,             4.7573e-05
                     88,                 1.1581,                 2.3331,                0.90834,                 1.1473,                0.18025,                0.18388,                0.10831,                0.06234,                0.15487,                0.15134,                 0.0856,                0.03646,                 1.6657,                 3.6268,                 2.4148,                 1.5792,             4.2243e-05,             4.2243e-05,             4.2243e-05
                     89,                 1.1406,                 2.3192,                0.91299,                 1.1535,                0.17567,                0.18284,                0.10809,                0.06243,                0.14834,                0.14466,                0.08471,                0.03623,                 1.6646,                 3.6231,                 2.4091,                 1.5771,             3.7286e-05,             3.7286e-05,             3.7286e-05
                     90,                 1.1045,                 2.3804,                 1.4735,                 1.1447,                0.18085,                0.16774,                0.10837,                0.06238,                0.14977,                0.13732,                0.08424,                0.03594,                 1.6681,                 3.6225,                 2.4148,                 1.5803,             3.2707e-05,             3.2707e-05,             3.2707e-05
                     91,                 1.1445,                  2.331,                 1.0212,                 1.1698,                0.17497,                0.18083,                0.10869,                0.06278,                0.14806,                 0.1548,                0.08593,                0.03629,                 1.6701,                 3.6265,                 2.3756,                 1.5736,             2.8511e-05,             2.8511e-05,             2.8511e-05
                     92,                 1.1125,                 2.4552,                 1.2358,                   1.19,                0.15318,                0.19595,                0.10712,                0.06212,                 0.1331,                0.15213,                0.08443,                0.03595,                 1.6748,                 3.6476,                 2.3791,                 1.5773,             2.4702e-05,             2.4702e-05,             2.4702e-05
                     93,                 1.1031,                 2.3284,                 1.0111,                 1.1688,                0.16254,                0.17501,                0.10523,                0.06112,                0.13537,                0.14889,                0.08346,                0.03561,                 1.6792,                  3.665,                 2.3784,                 1.5777,             2.1284e-05,             2.1284e-05,             2.1284e-05
                     94,                 1.2585,                 2.4624,                 3.5565,                 1.3009,                0.15846,                 0.1717,                0.10409,                 0.0598,                0.13597,                0.14484,                0.08264,                0.03506,                 1.6859,                  3.689,                 2.3921,                 1.5823,              1.826e-05,              1.826e-05,              1.826e-05
                     95,                 1.1254,                 2.3857,                 1.0744,                 1.1783,                0.15902,                0.17005,                0.10348,                0.05931,                0.13551,                0.14229,                0.08218,                0.03504,                 1.6888,                 3.7023,                  2.389,                 1.5873,             1.5634e-05,             1.5634e-05,             1.5634e-05
                     96,                 1.1623,                 2.3024,                 1.2561,                 1.1943,                0.15833,                0.16733,                0.10193,                 0.0585,                0.13265,                0.14037,                0.08102,                0.03471,                 1.6886,                 3.7114,                 2.4086,                 1.5873,             1.3407e-05,             1.3407e-05,             1.3407e-05
                     97,                 1.1444,                 2.2465,                0.97662,                 1.1354,                0.14878,                0.17745,                0.10169,                0.05833,                 0.1274,                0.14438,                0.08057,                0.03434,                 1.6896,                 3.7279,                 2.4147,                 1.5938,             1.1581e-05,             1.1581e-05,             1.1581e-05
                     98,                 1.1216,                 2.2367,                0.92132,                 1.1369,                0.15292,                0.16865,                0.10066,                 0.0578,                0.12969,                0.13857,                0.08001,                0.03408,                 1.6919,                 3.7321,                 2.4452,                 1.5979,              1.016e-05,              1.016e-05,              1.016e-05
                     99,                  1.113,                 2.1936,                0.89716,                 1.1238,                0.15373,                0.16724,                0.10121,                0.05805,                0.12921,                0.14138,                0.08014,                0.03434,                 1.6883,                 3.7337,                 2.4352,                 1.5961,             9.1436e-06,             9.1436e-06,             9.1436e-06
                    100,                 1.1179,                  2.296,                0.97302,                 1.1643,                0.15284,                0.16896,                0.10208,                0.05885,                0.13378,                0.14027,                0.08141,                0.03491,                 1.6839,                 3.7266,                 2.4165,                 1.5916,             8.5335e-06,             8.5335e-06,             8.5335e-06
